c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
782,Customer#000000782,828 Main St,5,33-405-110-3927,6256.33,HOUSEHOLD,pending final final
783,Customer#000000783,629 Main St,19,79-105-262-9548,7158.66,AUTOMOBILE,blithely silent silent slyly
784,Customer#000000784,222 Main St,11,24-322-130-6366,524.22,AUTOMOBILE,carefully pending express unusual pending carefully blithely regular
785,Customer#000000785,829 Main St,15,65-624-509-4163,1751.03,BUILDING,quickly carefully furiously pending slyly blithely pending unusual
786,Customer#000000786,740 Main St,15,65-556-533-5451,7974.81,HOUSEHOLD,blithely regular silent
787,Customer#000000787,383 Main St,20,18-560-271-1553,9539.06,FURNITURE,final blithely quickly furiously silent final pending
788,Customer#000000788,829 Main St,10,64-909-290-6861,1698.5,BUILDING,final pending express special carefully carefully unusual silent
789,Customer#000000789,330 Main St,7,81-167-494-5646,5619.82,HOUSEHOLD,pending express blithely quickly
790,Customer#000000790,881 Main St,21,19-687-761-7909,6503.45,MACHINERY,slyly unusual special regular special
791,Customer#000000791,282 Main St,13,25-227-563-3803,5615.74,HOUSEHOLD,unusual special special slyly silent special
792,Customer#000000792,473 Main St,9,26-961-512-1606,8854.12,HOUSEHOLD,final special regular
793,Customer#000000793,850 Main St,13,48-381-424-6665,3403.79,HOUSEHOLD,regular special express furiously regular
794,Customer#000000794,657 Main St,3,57-732-205-1479,1464.16,AUTOMOBILE,pending express carefully regular
795,Customer#000000795,175 Main St,2,34-841-931-7043,7977.62,HOUSEHOLD,furiously quickly express
796,Customer#000000796,804 Main St,1,24-149-411-2229,1901.0,HOUSEHOLD,express unusual pending regular pending quickly
797,Customer#000000797,772 Main St,18,62-752-557-3004,4739.4,BUILDING,regular regular express slyly regular pending slyly
798,Customer#000000798,729 Main St,2,55-671-955-4971,6254.29,BUILDING,special furiously special special unusual slyly unusual pending
799,Customer#000000799,214 Main St,18,77-626-979-6134,7365.36,FURNITURE,regular pending silent quickly unusual final furiously quickly
800,Customer#000000800,526 Main St,6,61-292-170-5552,3654.04,FURNITURE,blithely pending quickly carefully unusual quickly unusual
801,Customer#000000801,30 Main St,15,94-643-563-6766,1921.37,HOUSEHOLD,final unusual final
802,Customer#000000802,442 Main St,16,52-154-551-5466,3067.59,AUTOMOBILE,final furiously unusual unusual unusual express blithely silent
803,Customer#000000803,112 Main St,21,16-761-354-2819,1415.38,AUTOMOBILE,silent unusual silent
804,Customer#000000804,283 Main St,7,89-816-833-7628,3310.99,AUTOMOBILE,carefully quickly express unusual
805,Customer#000000805,805 Main St,6,54-752-394-5718,7072.7,AUTOMOBILE,silent carefully regular express
806,Customer#000000806,929 Main St,22,40-274-422-2137,833.11,FURNITURE,pending special regular final unusual express
807,Customer#000000807,79 Main St,5,96-878-973-1159,5534.05,MACHINERY,special quickly regular special special carefully express
808,Customer#000000808,234 Main St,16,74-271-873-3401,7527.82,AUTOMOBILE,slyly final regular final silent
809,Customer#000000809,680 Main St,15,42-473-569-1222,8105.24,FURNITURE,final silent blithely quickly quickly regular express silent
810,Customer#000000810,656 Main St,0,28-520-976-4608,6253.03,BUILDING,regular unusual carefully furiously final
811,Customer#000000811,763 Main St,2,34-486-754-2768,9619.97,HOUSEHOLD,furiously quickly unusual quickly final express
812,Customer#000000812,604 Main St,13,45-416-295-1673,5374.68,FURNITURE,pending slyly silent slyly final pending special
813,Customer#000000813,950 Main St,21,28-577-797-3461,4755.05,FURNITURE,silent pending regular special express regular unusual
814,Customer#000000814,846 Main St,18,25-154-600-6010,-944.0,FURNITURE,quickly special pending quickly slyly silent furiously silent
815,Customer#000000815,977 Main St,2,44-246-850-4223,3752.56,AUTOMOBILE,unusual regular final slyly blithely
816,Customer#000000816,433 Main St,12,22-367-409-6091,906.33,MACHINERY,quickly slyly pending slyly express final unusual express
817,Customer#000000817,305 Main St,18,90-572-658-4004,3135.63,MACHINERY,pending regular express
818,Customer#000000818,958 Main St,21,55-579-462-8006,4132.08,MACHINERY,special silent furiously regular slyly blithely
819,Customer#000000819,310 Main St,7,84-624-482-3085,5829.78,HOUSEHOLD,special quickly pending carefully regular
820,Customer#000000820,782 Main St,16,68-959-155-2387,-398.37,AUTOMOBILE,blithely slyly silent carefully quickly
821,Customer#000000821,125 Main St,23,84-790-623-1868,6717.3,HOUSEHOLD,silent furiously pending quickly
822,Customer#000000822,656 Main St,4,48-743-418-1105,7861.78,HOUSEHOLD,unusual special pending quickly silent unusual pending special
823,Customer#000000823,518 Main St,14,60-156-224-5913,3450.13,BUILDING,quickly silent slyly carefully
824,Customer#000000824,880 Main St,21,88-226-542-3396,5998.17,BUILDING,slyly blithely unusual carefully
825,Customer#000000825,560 Main St,6,70-591-396-5742,6342.89,HOUSEHOLD,final express final slyly regular slyly
826,Customer#000000826,152 Main St,0,46-568-223-7380,-878.77,FURNITURE,blithely quickly blithely
827,Customer#000000827,44 Main St,11,27-579-840-8509,2045.95,BUILDING,silent quickly unusual quickly silent
828,Customer#000000828,526 Main St,2,32-771-255-6764,6215.26,HOUSEHOLD,regular quickly pending slyly blithely
829,Customer#000000829,946 Main St,12,18-959-760-8925,3141.75,MACHINERY,blithely silent furiously slyly silent pending express
830,Customer#000000830,979 Main St,18,54-698-732-7615,-256.72,AUTOMOBILE,pending pending pending furiously regular slyly furiously slyly
831,Customer#000000831,751 Main St,7,23-278-845-7292,7313.95,MACHINERY,special express special
832,Customer#000000832,768 Main St,2,66-881-483-1482,9159.05,FURNITURE,carefully final furiously
833,Customer#000000833,588 Main St,17,35-300-358-9046,3812.66,FURNITURE,unusual pending slyly slyly
834,Customer#000000834,197 Main St,2,84-124-744-2576,1238.94,BUILDING,final final silent
835,Customer#000000835,74 Main St,10,33-798-847-9653,4457.93,BUILDING,slyly silent final quickly quickly slyly regular
836,Customer#000000836,641 Main St,12,19-682-180-3083,7606.26,FURNITURE,pending unusual blithely
837,Customer#000000837,339 Main St,0,38-941-396-5118,3294.69,FURNITURE,quickly pending express
838,Customer#000000838,548 Main St,18,40-973-630-9192,2434.64,HOUSEHOLD,silent quickly silent
839,Customer#000000839,960 Main St,8,93-130-133-6538,3635.46,BUILDING,quickly special unusual slyly express
840,Customer#000000840,776 Main St,21,17-341-605-2194,7862.28,HOUSEHOLD,carefully slyly special furiously furiously blithely blithely
841,Customer#000000841,83 Main St,17,71-232-377-1683,144.68,MACHINERY,unusual final regular slyly quickly unusual furiously
842,Customer#000000842,27 Main St,24,35-647-722-7215,6501.35,AUTOMOBILE,regular final final pending carefully silent pending
843,Customer#000000843,121 Main St,19,57-460-298-6621,3801.77,AUTOMOBILE,unusual blithely unusual carefully
844,Customer#000000844,910 Main St,17,82-146-921-1244,8605.81,BUILDING,special pending unusual
845,Customer#000000845,45 Main St,10,54-716-770-5001,9978.97,BUILDING,final blithely blithely special furiously unusual carefully
846,Customer#000000846,833 Main St,11,38-554-830-5959,9355.69,HOUSEHOLD,quickly unusual quickly express silent
847,Customer#000000847,107 Main St,1,54-520-822-8966,2077.63,BUILDING,quickly silent express silent
848,Customer#000000848,126 Main St,11,28-136-340-8213,6148.99,MACHINERY,special quickly express
849,Customer#000000849,603 Main St,12,48-947-186-1978,2070.02,HOUSEHOLD,regular quickly final special unusual unusual
850,Customer#000000850,442 Main St,17,16-776-412-1512,4957.04,FURNITURE,quickly slyly final
851,Customer#000000851,849 Main St,8,85-321-875-1448,2750.39,HOUSEHOLD,quickly slyly furiously slyly slyly silent
852,Customer#000000852,976 Main St,23,96-394-979-9761,4098.53,HOUSEHOLD,silent silent pending final carefully furiously pending special
853,Customer#000000853,819 Main St,21,45-187-355-9893,2254.08,HOUSEHOLD,special express express express blithely slyly
854,Customer#000000854,13 Main St,3,49-682-776-6259,8195.99,BUILDING,regular regular regular furiously regular quickly
855,Customer#000000855,224 Main St,13,17-693-181-5529,8867.48,HOUSEHOLD,furiously regular express slyly express
856,Customer#000000856,507 Main St,4,39-745-278-3406,8583.62,AUTOMOBILE,pending special carefully quickly
857,Customer#000000857,594 Main St,10,15-666-834-4734,-331.05,FURNITURE,special quickly quickly silent special
858,Customer#000000858,241 Main St,11,23-179-619-8271,245.02,AUTOMOBILE,unusual silent slyly carefully
859,Customer#000000859,74 Main St,20,64-996-389-3344,-728.35,HOUSEHOLD,final final blithely regular furiously
860,Customer#000000860,637 Main St,0,30-477-145-5765,9233.39,HOUSEHOLD,pending unusual express
861,Customer#000000861,733 Main St,24,75-902-695-6636,9339.33,MACHINERY,special carefully final furiously special special furiously
862,Customer#000000862,230 Main St,18,74-688-745-9982,7073.46,HOUSEHOLD,pending quickly slyly blithely blithely silent express unusual
863,Customer#000000863,590 Main St,9,41-436-348-6930,1539.8,FURNITURE,furiously carefully regular furiously final special silent special
864,Customer#000000864,371 Main St,20,71-719-335-8355,7649.34,BUILDING,slyly furiously furiously unusual quickly carefully blithely
865,Customer#000000865,621 Main St,8,46-449-421-2932,-103.43,MACHINERY,furiously silent blithely slyly quickly quickly special
866,Customer#000000866,124 Main St,13,43-883-667-8698,7171.39,BUILDING,quickly special unusual
867,Customer#000000867,75 Main St,4,75-987-642-7358,8946.86,FURNITURE,final silent carefully pending
868,Customer#000000868,919 Main St,10,85-723-731-2765,9935.47,AUTOMOBILE,carefully final regular
869,Customer#000000869,419 Main St,20,67-858-954-8138,2182.21,MACHINERY,pending unusual slyly quickly furiously pending quickly blithely
870,Customer#000000870,379 Main St,21,93-564-488-6250,3824.46,HOUSEHOLD,blithely furiously pending express final silent quickly silent
871,Customer#000000871,865 Main St,13,46-430-493-6219,7330.3,BUILDING,slyly carefully furiously
872,Customer#000000872,216 Main St,13,76-384-688-6150,94.14,FURNITURE,pending express regular quickly
873,Customer#000000873,296 Main St,8,87-871-208-4795,6330.77,BUILDING,unusual quickly slyly
874,Customer#000000874,29 Main St,19,15-652-650-4197,-926.67,AUTOMOBILE,unusual furiously silent carefully silent
875,Customer#000000875,851 Main St,14,47-212-833-2965,3888.46,MACHINERY,express quickly furiously carefully pending final
876,Customer#000000876,81 Main St,23,38-844-176-6359,724.01,FURNITURE,regular carefully carefully special carefully
877,Customer#000000877,914 Main St,1,65-202-822-9540,2492.8,HOUSEHOLD,quickly blithely furiously blithely unusual blithely quickly unusual
878,Customer#000000878,201 Main St,8,70-255-596-4065,7069.16,FURNITURE,unusual quickly furiously quickly
879,Customer#000000879,768 Main St,6,10-544-168-9039,5135.11,BUILDING,unusual regular express final blithely blithely regular blithely
880,Customer#000000880,185 Main St,9,39-996-399-8947,4392.44,MACHINERY,final regular pending pending quickly slyly express
881,Customer#000000881,993 Main St,14,51-353-778-7960,274.02,MACHINERY,blithely final final pending quickly
882,Customer#000000882,861 Main St,15,86-521-803-4847,-681.4,FURNITURE,unusual quickly final silent express carefully final
883,Customer#000000883,829 Main St,14,64-508-366-1895,1951.49,BUILDING,blithely special regular unusual quickly
884,Customer#000000884,549 Main St,6,90-212-728-6401,421.38,HOUSEHOLD,furiously special final
885,Customer#000000885,800 Main St,22,52-461-885-2039,6204.24,HOUSEHOLD,final unusual pending silent
886,Customer#000000886,881 Main St,22,39-397-920-3644,9017.18,FURNITURE,unusual carefully furiously special special furiously
887,Customer#000000887,105 Main St,16,60-910-596-1692,726.41,FURNITURE,unusual slyly unusual
888,Customer#000000888,279 Main St,23,25-932-902-7190,6208.03,BUILDING,quickly quickly special silent carefully carefully special carefully
889,Customer#000000889,555 Main St,19,29-197-853-7408,1137.13,HOUSEHOLD,slyly regular carefully express regular
890,Customer#000000890,103 Main St,8,93-690-582-7169,2203.63,AUTOMOBILE,furiously silent regular quickly
891,Customer#000000891,547 Main St,16,41-491-117-9143,7003.13,FURNITURE,carefully regular silent special slyly regular regular
892,Customer#000000892,112 Main St,20,49-440-247-2370,49.29,BUILDING,quickly regular unusual pending
893,Customer#000000893,632 Main St,15,76-840-959-4808,-351.73,MACHINERY,final carefully quickly special carefully
894,Customer#000000894,614 Main St,13,10-374-806-4427,7305.41,MACHINERY,regular furiously unusual regular regular silent carefully
895,Customer#000000895,751 Main St,2,23-535-816-2269,3132.55,AUTOMOBILE,silent pending unusual quickly
896,Customer#000000896,117 Main St,1,64-607-274-9594,4359.13,HOUSEHOLD,final express regular express furiously carefully
897,Customer#000000897,536 Main St,10,88-480-677-3718,556.7,HOUSEHOLD,unusual blithely carefully silent express regular furiously furiously
898,Customer#000000898,738 Main St,4,31-636-832-8763,-891.96,MACHINERY,pending special furiously express
899,Customer#000000899,193 Main St,6,98-196-650-8513,2641.39,AUTOMOBILE,regular pending final silent unusual blithely furiously
900,Customer#000000900,282 Main St,9,64-698-846-6009,3040.03,MACHINERY,silent blithely unusual blithely pending
901,Customer#000000901,222 Main St,8,32-369-677-2676,393.75,HOUSEHOLD,blithely final silent quickly blithely furiously carefully
902,Customer#000000902,631 Main St,21,70-314-272-1043,7617.01,BUILDING,furiously blithely pending
903,Customer#000000903,487 Main St,0,51-179-153-3244,4628.76,MACHINERY,blithely express silent pending silent final
904,Customer#000000904,395 Main St,22,70-463-419-9552,2486.69,AUTOMOBILE,quickly furiously furiously quickly carefully quickly silent
905,Customer#000000905,502 Main St,22,42-801-223-8133,6173.01,BUILDING,quickly quickly slyly
906,Customer#000000906,355 Main St,23,64-318-731-4129,3207.03,BUILDING,furiously unusual final unusual blithely express quickly quickly
907,Customer#000000907,515 Main St,0,87-379-134-5504,6058.41,MACHINERY,furiously carefully express
908,Customer#000000908,59 Main St,18,13-983-835-8713,9969.54,MACHINERY,unusual carefully blithely silent pending final
909,Customer#000000909,628 Main St,22,29-822-853-3898,8580.04,BUILDING,regular quickly special
910,Customer#000000910,653 Main St,22,17-421-199-9914,2052.26,BUILDING,blithely special quickly quickly express carefully quickly blithely
911,Customer#000000911,967 Main St,11,76-114-780-7605,3580.17,AUTOMOBILE,unusual slyly pending
912,Customer#000000912,274 Main St,2,32-554-145-5514,5693.82,HOUSEHOLD,unusual carefully quickly special express final
913,Customer#000000913,350 Main St,14,82-956-813-2410,5228.08,MACHINERY,pending pending carefully
914,Customer#000000914,191 Main St,10,85-741-120-3774,7676.1,BUILDING,final special carefully unusual quickly blithely quickly unusual
915,Customer#000000915,774 Main St,23,26-417-154-7214,6765.05,BUILDING,pending express unusual unusual quickly
916,Customer#000000916,182 Main St,9,43-814-550-5334,16.54,FURNITURE,final slyly silent slyly carefully unusual furiously
917,Customer#000000917,600 Main St,12,29-650-682-4451,9931.3,MACHINERY,blithely carefully express final furiously
918,Customer#000000918,565 Main St,23,44-192-625-4452,1840.36,MACHINERY,special pending blithely unusual pending
919,Customer#000000919,601 Main St,10,57-677-486-1554,2546.1,AUTOMOBILE,final quickly pending regular final quickly unusual final
920,Customer#000000920,167 Main St,14,79-290-870-1356,3829.1,HOUSEHOLD,blithely carefully carefully regular unusual carefully
921,Customer#000000921,616 Main St,10,71-794-510-5918,-558.57,BUILDING,pending regular express silent blithely pending pending
922,Customer#000000922,308 Main St,19,99-636-303-3286,428.81,FURNITURE,furiously express slyly
923,Customer#000000923,821 Main St,11,68-505-269-8546,-990.71,BUILDING,quickly express special unusual
924,Customer#000000924,209 Main St,13,21-841-350-3525,6531.85,FURNITURE,regular final regular
925,Customer#000000925,704 Main St,12,99-317-583-7165,8144.81,BUILDING,final express furiously
926,Customer#000000926,410 Main St,24,51-389-939-7956,5566.33,HOUSEHOLD,final carefully furiously
927,Customer#000000927,28 Main St,7,87-282-886-4852,3060.46,FURNITURE,slyly blithely slyly quickly blithely pending unusual
928,Customer#000000928,217 Main St,9,65-195-447-7292,6194.49,MACHINERY,express final slyly special
929,Customer#000000929,982 Main St,13,32-267-507-9476,8176.55,MACHINERY,final carefully blithely
930,Customer#000000930,415 Main St,0,30-426-231-9306,3223.9,MACHINERY,regular furiously final
931,Customer#000000931,790 Main St,1,48-535-364-2899,5639.99,MACHINERY,final regular final silent final slyly furiously
932,Customer#000000932,545 Main St,24,59-991-790-2310,654.27,FURNITURE,blithely unusual slyly carefully regular special express pending
933,Customer#000000933,502 Main St,14,56-151-713-7050,1775.6,FURNITURE,express slyly silent unusual final special express blithely
934,Customer#000000934,611 Main St,3,55-849-137-9704,7125.48,BUILDING,pending pending carefully blithely
935,Customer#000000935,442 Main St,8,54-569-805-4999,9106.52,HOUSEHOLD,regular special final pending furiously blithely quickly
936,Customer#000000936,392 Main St,16,20-445-752-5947,3647.83,AUTOMOBILE,furiously express blithely quickly
937,Customer#000000937,857 Main St,13,24-912-296-5275,9944.09,HOUSEHOLD,silent slyly carefully special silent unusual furiously
938,Customer#000000938,282 Main St,23,98-896-290-5535,4517.19,AUTOMOBILE,final unusual express special unusual slyly blithely
939,Customer#000000939,282 Main St,8,69-713-909-6212,68.63,BUILDING,carefully unusual blithely
940,Customer#000000940,746 Main St,22,87-946-571-7893,5982.5,FURNITURE,final furiously special final final regular regular
941,Customer#000000941,761 Main St,15,36-645-814-3785,6402.84,FURNITURE,special quickly furiously blithely silent final
942,Customer#000000942,213 Main St,23,77-478-411-5781,7259.43,MACHINERY,regular pending blithely blithely silent final slyly slyly
943,Customer#000000943,291 Main St,17,72-340-484-9807,448.68,HOUSEHOLD,pending unusual furiously
944,Customer#000000944,585 Main St,9,32-985-262-7571,5050.77,FURNITURE,regular blithely express final
945,Customer#000000945,109 Main St,21,97-748-880-6206,4525.35,HOUSEHOLD,unusual final slyly express furiously pending
946,Customer#000000946,895 Main St,5,61-395-103-9727,8128.52,MACHINERY,unusual quickly final blithely furiously final blithely blithely
947,Customer#000000947,142 Main St,19,89-615-182-7697,9400.37,FURNITURE,unusual silent regular pending final carefully quickly
948,Customer#000000948,670 Main St,12,80-623-984-4162,8353.39,BUILDING,final quickly unusual furiously furiously express
949,Customer#000000949,301 Main St,2,13-311-691-8555,4051.12,HOUSEHOLD,furiously slyly furiously silent pending blithely
950,Customer#000000950,340 Main St,5,41-573-839-2144,-924.27,AUTOMOBILE,carefully quickly furiously quickly special regular express carefully
951,Customer#000000951,124 Main St,22,87-762-646-1388,3823.73,AUTOMOBILE,slyly slyly carefully special final
952,Customer#000000952,950 Main St,16,90-765-550-8021,7661.65,AUTOMOBILE,quickly slyly silent slyly
953,Customer#000000953,740 Main St,5,56-522-772-6567,561.46,BUILDING,unusual pending blithely special quickly regular
954,Customer#000000954,251 Main St,24,43-450-402-8285,2637.28,MACHINERY,express express special pending silent special quickly silent
955,Customer#000000955,731 Main St,9,49-833-262-5992,4228.13,MACHINERY,express carefully carefully pending express final blithely special
956,Customer#000000956,217 Main St,18,48-251-698-1197,1853.64,HOUSEHOLD,quickly silent regular quickly furiously blithely blithely silent
957,Customer#000000957,536 Main St,11,58-986-596-3770,8578.6,MACHINERY,regular final carefully special
958,Customer#000000958,231 Main St,9,36-329-253-5559,5695.05,AUTOMOBILE,unusual regular silent blithely special carefully slyly slyly
959,Customer#000000959,920 Main St,7,35-472-780-1538,3383.41,AUTOMOBILE,silent express furiously quickly silent
960,Customer#000000960,82 Main St,1,67-680-635-5062,1691.62,BUILDING,furiously quickly unusual carefully unusual furiously express express
961,Customer#000000961,761 Main St,6,18-235-635-5960,-330.47,BUILDING,blithely silent regular silent
962,Customer#000000962,801 Main St,1,50-908-749-2196,1160.69,AUTOMOBILE,pending unusual silent unusual regular silent
963,Customer#000000963,596 Main St,13,24-837-553-4191,5478.31,HOUSEHOLD,furiously express final express blithely express
964,Customer#000000964,495 Main St,16,46-760-406-5328,8539.86,BUILDING,express silent express regular furiously
965,Customer#000000965,969 Main St,5,72-106-426-9348,4175.57,BUILDING,special regular express furiously
966,Customer#000000966,454 Main St,10,91-803-651-3992,1129.56,AUTOMOBILE,unusual silent express silent
967,Customer#000000967,106 Main St,21,48-724-315-3532,2561.42,BUILDING,slyly quickly blithely pending furiously furiously
968,Customer#000000968,670 Main St,19,63-898-843-5413,1515.97,FURNITURE,furiously quickly final express carefully slyly
969,Customer#000000969,323 Main St,14,49-535-676-7447,7389.64,AUTOMOBILE,special final blithely pending regular express
970,Customer#000000970,839 Main St,22,35-313-777-5193,2242.77,FURNITURE,express slyly express
971,Customer#000000971,574 Main St,23,35-916-320-9240,3841.14,FURNITURE,special pending carefully
972,Customer#000000972,965 Main St,23,85-581-147-7390,6565.81,MACHINERY,express blithely final pending
973,Customer#000000973,655 Main St,10,45-650-478-8178,9159.66,AUTOMOBILE,pending carefully express slyly final pending
974,Customer#000000974,155 Main St,18,48-687-304-2441,3820.87,FURNITURE,silent blithely silent slyly carefully pending slyly
975,Customer#000000975,892 Main St,22,50-973-469-8304,7220.0,BUILDING,express unusual final unusual
976,Customer#000000976,995 Main St,22,43-361-718-1379,542.98,MACHINERY,final regular special silent quickly silent
977,Customer#000000977,17 Main St,18,65-132-616-6358,7691.51,MACHINERY,silent blithely carefully silent furiously
978,Customer#000000978,800 Main St,3,78-262-917-9413,8309.29,AUTOMOBILE,furiously blithely furiously slyly slyly regular express
979,Customer#000000979,463 Main St,23,29-766-438-2196,998.42,HOUSEHOLD,regular slyly carefully furiously quickly
980,Customer#000000980,412 Main St,18,47-106-738-7388,-792.4,BUILDING,regular express unusual carefully express
981,Customer#000000981,469 Main St,20,95-305-888-6810,8825.67,HOUSEHOLD,unusual pending express pending
982,Customer#000000982,547 Main St,19,15-898-230-9848,2833.72,AUTOMOBILE,quickly furiously blithely unusual pending
983,Customer#000000983,278 Main St,7,37-890-463-1447,510.44,MACHINERY,quickly final regular
984,Customer#000000984,762 Main St,23,36-489-150-8320,3824.02,BUILDING,slyly blithely pending furiously
985,Customer#000000985,519 Main St,18,76-224-266-4434,323.95,MACHINERY,blithely carefully express unusual furiously slyly final express
986,Customer#000000986,115 Main St,14,12-107-489-7881,3403.39,AUTOMOBILE,final express special furiously blithely
987,Customer#000000987,235 Main St,22,20-766-759-7384,8635.35,AUTOMOBILE,carefully quickly special quickly unusual
988,Customer#000000988,10 Main St,4,76-259-243-8697,7385.16,AUTOMOBILE,slyly quickly blithely final final pending unusual
989,Customer#000000989,959 Main St,16,29-859-928-3975,3015.75,AUTOMOBILE,special unusual final final
990,Customer#000000990,862 Main St,8,89-428-129-1423,2647.41,MACHINERY,carefully pending final
991,Customer#000000991,553 Main St,12,86-839-637-3781,739.91,AUTOMOBILE,quickly pending furiously pending regular
992,Customer#000000992,426 Main St,17,66-237-977-1011,2425.74,MACHINERY,pending blithely final blithely carefully
993,Customer#000000993,490 Main St,15,83-300-228-4593,4662.07,BUILDING,blithely carefully carefully express
994,Customer#000000994,630 Main St,3,41-331-356-4024,7030.33,FURNITURE,carefully regular blithely silent furiously
995,Customer#000000995,274 Main St,24,26-435-532-7140,6273.22,HOUSEHOLD,furiously special quickly final special unusual unusual pending
996,Customer#000000996,35 Main St,7,30-506-430-1191,5292.95,MACHINERY,unusual quickly furiously final furiously
997,Customer#000000997,465 Main St,19,43-658-550-2930,7194.56,HOUSEHOLD,final quickly express slyly regular
998,Customer#000000998,563 Main St,14,94-198-784-6609,7395.96,FURNITURE,slyly regular special
999,Customer#000000999,557 Main St,4,22-332-568-2820,323.06,FURNITURE,quickly express regular furiously
1000,Customer#000001000,85 Main St,16,33-507-939-9370,1143.66,BUILDING,unusual carefully silent
